clean_text,Sentiment
discounted item really worst shuttle got damaged cork match happened ordered similar time must priced around poor build quality must recycled cork day retailer shop also selling price better purchase thereread,0
super buy offer price good read,1
low quality productread,0
thanku flipkartread,1
mavis shuttle excellent come contact dewawater dont last much timeread,0
using last year regular playing best nylon shuttleread,1
great oneread,1
good productread,1
awesomeread,1
good qualitydelivered earlier expected dateread,1
good product late deliveryread,0
worst dont buy cork throttlingdelivering qa failed productsread,0
thise product oldread,0
though mentioned yonex quality poorread,1
horrible experience first seller sent pack white child playing shuttle may packed mavis cover contacted flipkart told dat idea seller despite fact dat flipkart assured anyway promised change changed relievedread,0
poor qualityread,0
good qualityread,1
good productread,1
goodread,1
greatread,1
poor qualityread,0
goodread,1
good product good door court must buyread,1
nice product worth money low priceread,1
awesome price gud package authentic productread,1
nice productread,1
good product read,1
superbread,1
super qualityread,1
product goodread,1
good productread,1
gud read,1
delivered right timeread,1
excellent priceread,1
shuttle almost going double hard gamesbut little bit fast compared similar model vendorsread,1
product goodservice fast within day got item thanks flipkartread,1
low quality product one original mavis cork lasted even single match seller blacklisted flipkartread,0
good delivered time shuttle doesnt last even day sticker inside got first dayread,1
poor qualityread,0
awesomeread,1
getting ordered read,1
niceread,1
goodread,1
goodread,1
fineread,1
product goodread,1
niceread,0
best shuttle beginner good practicing badminton always suggest mavis outdoor indoor wellread,1
okayread,1
igood productread,1
genuine mavis shuttle thanks flipkart amazing priceread,1
nice productread,1
good productread,1
good productread,1
nice product read,1
v goodread,1
goodread,1
excellentread,1
good badread,1
niceread,1
send product extra packing used pressed transportationread,1
satisfactoryread,1
soo nice correct price buyread,1
nice productread,1
goodread,1
goodread,1
good product reasonable priceread,1
less price frm mrkt nice prdct delay delivery thts nt gdread,1
pure product receivedread,1
superbread,1
goodread,1
product goodread,0
best yonex mavis value price super fast delivery dayread,1
excellent product thanks flipkart fast deliveryread,1
goodread,1
bad really good qualityread,1
fully satisfied orderread,1
awesome quality best priceread,1
nice productgood qualityread,1
delivery boy nice behaviourread,1
nice productread,1
good product like normal sport store nice conditionread,1
good quality shuttlelasts upto one week per shuttle even rough useread,1
niceread,1
nice bt come delayread,1
goodread,1
niceread,1
good productread,1
good purchaseread,1
goodread,1
good productdurability wellread,1
niceread,1
good servieceread,1
excellentread,1
product goodread,1
amazing hello flipkart wany tell somthing badminton tournament coming please please give free delivery yonex voltric ld please please ok read,1
nice productread,1
happy service keep upread,1
goodread,1
good superbread,1
likeread,1
satisfying product one easily rely flipkartread,1
original good productread,1
cool product less price thanks flipkartread,1
good productread,1
superb shippingfast deliverygood item shownthanx flipcartread,1
good oneread,1
nice recommend use made japanvery good qualityread,1
good shuttle costlyread,1
goodread,1
perfect flipkstrread,1
nice shuttle read,1
wowread,1
usually buy market last day easily time bought online didnt even last one day also shuttle much slower bought market feel fake product exact copied packagingread,0
good productread,1
goodread,1
awasomeread,1
really good productthnks flipkartread,1
nice productread,1
best deal read,1
goodread,1
nice product starsread,1
goodread,1
goodread,1
smartread,1
within hr delivered good productread,1
reasonable price comparativelyread,1
okread,1
fast delivery nice shuttle beginnersread,1
cheap product described expectedread,1
well timeread,1
goodread,1
superbread,1
good quality low pricesread,1
got genuine productread,1
good productread,1
good productread,1
perfect pack completely packed sealed box niceread,1
yoread,1
good productread,1
averageread,1
poor quality time totally wrong producti really unhappy sellerread,0
normal play onlyread,0
good buyread,1
quality good okread,1
topread,1
excellentproductread,1
genuine quality checked official sunrise website shuttle brand new top notch box little squeezed shuttle intactread,1
goodread,1
superread,1
goodread,1
goodread,1
greatread,1
good productread,1
best shuttle less amount offerread,1
goodread,1
medium speed bought flipkart want speed go mavis iread,1
nice productread,1
good shuttlesread,1
nice original productread,1
shuttle nice delivery also goodread,1
good product worst delivery serviceread,0
good oneread,1
awesomeread,1
okread,0
dear allthe reason gave product single star due following reason product authenticity question box ordered lasted lessmax set started disintegrating cork came comparison box shuttle purchased sport shop gguy lasted game disintegrating colour shuttle comparison box flipkart darker green yellowish tinread,1
costly quality okayread,1
goodread,1
avarageread,1
worst productdont buy flifkartread,0
best option purchase least priceread,1
goodread,1
much good kamchalao read,1
goodread,1
goodread,1
worst product dont buyread,0
nice bt deadly slowread,1
goodread,1
except packing flipkart everything goodread,1
full bawkbass waste money cant use playing hoursread,1
much time taken delivery otherwise product excellentread,1
good quality productthanks ekartcourier boy flipkart giving timeread,1
goodread,1
good qualityread,1
glamorous shuttle thanxx flipkartread,1
awesome qualityread,1
goodread,1
goodread,1
happy shuttle look duplicte shuttleread,0
happy shuttlesread,1
delivered promptly good qualityread,1
orginal productread,1
awesome product right time deliveryread,1
product expectedread,1
old itemread,0
original yonex shuttle excellent flightread,1
superread,1
got product time best quality read,1
excellentread,1
thanksread,1
goodread,1
good genuine read,1
amazing rupeeread,1
nice productread,1
excellentread,1
good quality productthe shuttle doesnt give howsomuch beat itsturdy enoughread,1
quality goodread,0
goodread,1
must say delivery time perfect every aspectu delivered two product different statesu really deserve starsread,1
niceread,1
sure original shuttle green sticker hold cork skin getting cut never seen farread,0
goodread,1
goodread,1
original poor qualityread,0
goodread,1
good quality appreciated thnksread,1
excellentread,1
poor quality use intermediate n advance playersread,1
good productread,1
great product less price thank flipkart read,1
price highread,0
fineread,1
packing goodread,0
please rate mach product goodread,1
balancedread,0
bestread,1
good productread,1
goodread,1
best priceread,1
good quality good delivery service keep upread,1
best shuttleread,1
authenticgo got thanks flipkartread,1
good shuttlesread,1
good productread,1
good prodict bt price retailshops alsoread,1
gpod shuttleread,1
niceread,1
good quality original yonex worried come white hopefully sent nylon yellow thanks purchase rsread,1
niceread,1
genuine product delivery fast thnx f cart read,1
quality good expensiveread,1
good experienceread,1
product original delivered fastly promised date paking good condition happyread,1
perfect professional playersread,1
shuttle quality goodread,0
goodread,1
delivered mavis green cap product page said medium speed shuttle would recommend beginner intermediatesread,1
good qualityread,1
nice productread,1
worthy excellent piece cockspurthank flipkartread,1
stable shuttleread,1
superread,1
durabilityvery goodread,1
awesome always yonex rock read,1
nice one getread,1
niceread,1
best qualitygood air time light weightalso lasting wellloved itread,1
nice productread,1
nice shuttlespeed also fine also go fr getting read,1
good every packet always defective piece perhaps company policyread,1
